pca_comp_1,pca_comp_2,pca_comp_3,pca_comp_4,pca_comp_5,pca_comp_6,pca_comp_7,pca_comp_8,pca_comp_9,pca_comp_10,pca_comp_11,pca_comp_12,pca_comp_13,pca_comp_14,pca_comp_15,pca_comp_16,pca_comp_17,pca_comp_18,pca_comp_19,pca_comp_20,pca_comp_21,pca_comp_22,pca_comp_23,pca_comp_24,pca_comp_25,pca_comp_26,pca_comp_27,pca_comp_28,pca_comp_29,pca_comp_30,pca_comp_31,pca_comp_32,pca_comp_33,pca_comp_34,pca_comp_35,pca_comp_36,pca_comp_37,pca_comp_38,pca_comp_39,pca_comp_40,pca_comp_41,pca_comp_42,pca_comp_43,pca_comp_44,phase_disambiguated
-336675.26183862425,1161.3223861517672,-70.61996163709391,109.68361975522285,-32.34531279575239,-21.530685473887935,15.229701035170237,-4.616126327348675,-4.71723646253703,-6.250956325641848,-2.9281148736927674,-0.40476918577789345,0.71616257679719,1.0287339722309317,0.7805753472918149,-0.8174625462611201,0.0908591045813246,-0.3401409316432548,0.02584924933736303,-0.28628868225656645,0.13085955607220406,0.13054665966842208,0.13116259324329876,-0.016623954218440245,0.09973786206701045,0.2845737988748005,-0.1432933010562006,-0.020042617344510523,-0.04938492051676729,0.0725147349048827,-0.0500619043412005,-0.06361294754394563,0.041750971613460135,0.005318134155990216,-0.03588660584685,0.07144489826367165,-0.06471464617048427,0.03826577915366639,-0.006354447121883291,-0.07227965335040841,0.11635347099365122,-0.016151414880167955,-0.05321956750978972,-0.025255886048725834,fluorite
3614.1267334531353,-261.80234979199395,-51.56869080795117,69.84281675118518,-34.245560275988225,-13.401082578205356,0.4695083104143338,-8.2696977777957,-7.326867733596865,-5.699740767252272,-2.053391057595927,-1.9540900907200218,2.375204011291863,3.5445369101300916,0.9551458534024696,-0.37519173281930684,-0.3299361313687106,-0.7296129650061753,0.31407221812053954,-0.09934852067288473,0.19746181630994497,-0.0011037644366064165,0.14440402533619623,0.13794242957187455,-0.0011235397788894473,0.01289137311924587,0.029580034279321637,0.05581703429442036,-0.1401585599942033,0.15317050863079573,-0.17589646645068402,-0.08781569221205682,-0.18855378185938237,0.028538896694457753,0.028619849336501784,-0.11936873100507026,-0.035107977979790525,0.017537421087403075,0.057581268905662515,-0.034768011898788885,-0.04895443141323227,-0.003014177037275633,0.025608309206341457,-0.01480183705529528,fluorite
-222966.17352618155,1387.2437178734392,-80.82083263943277,118.56276832467766,-25.097964944963195,-34.80341169959779,25.682801994874875,4.397298422386406,-7.615058533482098,-5.136798331701919,-0.09504181274876279,-0.009533372747380016,-1.687563006214175,1.230304226739389,1.4551094364912218,-0.9133490760302866,0.3290514043148446,-0.2755635426586819,0.17630242741884886,-0.5056610165854242,0.3101367203532486,-0.029661931318637102,-0.005674679853985732,-0.004804669855404223,0.11193852355849415,0.34359421002463153,-0.09747555432773601,0.05233265989304698,-0.12861207829336074,0.07240730750562696,0.10343869648234529,-0.06718157361289889,0.14605268747435915,0.06503248348868182,-0.010574145711934008,-0.014633214353372039,0.02128704801872603,-0.08799649809805035,-0.0053772409338631805,-0.12775165333533348,0.04664249682463793,0.07765921188973224,-0.0582525539503711,-0.04786496183887139,fluorite
-336675.2619559195,1163.2735359337144,-74.60221403428248,152.33082589571794,-31.97620737028063,-25.63024217487339,19.660760852567677,-4.611245995242734,-4.861739175294451,-7.27561170394759,-4.724702493668809,-0.8857194245345353,1.950829892534385,-1.1025645584538133,0.13348172985567083,-1.25100318090068,-0.04353525245187266,-0.2830328765481857,0.08917137013785272,-0.30559098435628357,0.025179174986979126,0.06071501507375184,0.18326310024592082,0.1533750372685755,0.2081573930622268,0.2311816297134769,-0.11374784729700425,-0.1378530730853455,0.1262299717844344,0.07470795359167275,0.07955974691001211,-0.12520967292977261,0.20774253981542454,0.03255747870408979,-0.11570493647627392,0.13973674221334484,0.062159580163844805,-0.06609649249006386,-0.086515253500951,-0.10414346201178,-0.08714734336554508,0.05456676297509363,0.13226541948126458,0.01392792053423895,fluorite
3614.1274651387953,-258.08515599539083,-41.364100302282594,138.0820344147637,-32.85243694586145,-17.510272652353823,3.2959245140246964,-11.099898130787222,-7.425713893012138,-6.2600565946943245,-4.048481418049302,-3.1662200231140014,3.3022295449014885,0.11430760114222445,0.719402269299907,-0.9402943157521072,-0.29100149372907474,-0.6234823698458074,0.31707408130568704,-0.12853868718147496,0.04190241404468996,0.05862035589663808,0.067999946761661,0.3156008681686034,0.28828974380532624,0.03430594986605279,0.08391970787799946,-0.03878881059514046,0.00025425622627714477,0.21235995750533088,-0.004276301320250445,-0.09922373256523469,-0.06426635364754332,0.0069032362463367246,-0.02238549618503845,0.011498897712471682,-0.02380569499139597,-0.020595650889019983,-0.03553320192159396,0.014608297629013275,0.04530767487769725,0.06256508827164933,-0.05430028012057296,0.02614727303636162,fluorite
-358087.192653618,928.0585191038392,-61.8239372137764,164.3284844017146,-25.379584203511858,-19.59081957656013,15.4364845662565,-5.201869496422661,-4.909116002383347,-5.711423560773416,-5.642051857598395,-0.026915927221180597,3.858876345330295,0.41087563711748876,1.6646392670214902,-0.559636285252854,-0.2774117285220081,-0.20218528288291915,-0.1166458887956058,-0.016267590504387884,-0.02481678586692814,0.4894753221739335,0.016517658316811436,-0.09489506525944033,0.28497074351890705,0.4284146612762314,-0.366129016683295,-0.12998214218670281,-0.01602002280921875,-0.04956528350833973,-0.09385768092868474,-0.03089337681505195,-0.014358655595648272,-0.023551048014556746,-0.0008381244166229605,0.025200218248767586,-0.020995391622218442,0.011654776256986297,0.0488655448049905,-0.0976444056652597,0.0020199704345343827,0.012149610881328992,-0.054556088151743634,-0.024075884898116066,fluorite
-30644.947522033588,-622.9079477793367,-26.459139642124544,156.4372156367335,-23.964707710903532,-11.627358689498,0.8613788267848015,-11.395691647775548,-7.2513772921836965,-4.218893553574429,-5.934248627407034,1.595204381170806,4.357521141692259,0.35724791062619426,2.195387721281645,0.1847687074912251,-0.7849483875090714,-0.6067805110500413,0.08392524164533413,0.2622493480623921,-0.2368170899548694,0.5725368705468357,0.05224206690502178,0.004857909979684053,0.24635983582246893,0.16047850954984194,-0.17044520359749335,0.09079472763770233,-0.07176235751623354,0.0798778027949539,-0.209834862267688,-0.06991115169833884,-0.31990622695290627,-0.11719845336781315,-0.007810312217866001,-0.07085429129219788,0.058070714564335234,0.0006308936985402581,0.022927495503756275,0.04292710218068972,-0.0017818002994445922,-0.01584423143361412,0.020116316625855724,-0.010338631338854673,fluorite
-185798.44677187497,-1444.2050192632,11.996505873060794,41.30635665808966,9.254818724803275,-3.174620585885154,-5.161452942573086,-18.134428311163006,12.16504098455814,-0.29647591385766564,1.0570528427847843,0.2589129547425153,3.4444635849423153,1.4112091578144206,-0.7704749319608946,0.02251479806514963,0.3214648315672694,-0.07606023583767182,0.29236940467428885,-0.052835264727977026,0.2168991571259132,0.08623149164952841,0.05269426409249304,0.15797538143038128,-0.09439338606551469,-0.059537495035649396,-0.09684025090499945,0.014531712069843819,-0.0004657689865638097,-0.10674778427932735,0.07102279988029177,-0.0518524804651146,0.0028977213572989585,-0.00856731914935005,-0.017527027976877236,-0.048974934816280805,-0.01690752134889828,0.011250672349904463,0.0005228245558305491,-0.013226842759163379,0.012440104013755296,-0.0008898223937020915,0.004487900032017646,0.007898886047447286,spinel
-185798.44677187482,-1444.2050192632023,11.996505873060281,41.30635665808978,9.254818724803277,-3.174620585885153,-5.161452942573095,-18.134428311163028,12.165040984558143,-0.2964759138576546,1.057052842784807,0.2589129547425243,3.444463584942317,1.411209157814426,-0.7704749319609063,0.02251479806515009,0.3214648315672666,-0.07606023583767144,0.2923694046742909,-0.052835264727977296,0.21689915712591343,0.08623149164952876,0.05269426409249198,0.1579753814303813,-0.09439338606551537,-0.05953749503564863,-0.09684025090499888,0.01453171206984428,-0.0004657689865643681,-0.10674778427932757,0.07102279988029137,-0.05185248046511507,0.0028977213572982676,-0.008567319149350569,-0.01752702797687731,-0.04897493481628022,-0.016907521348898197,0.011250672349904338,0.0005228245558305562,-0.013226842759163776,0.012440104013754835,-0.0008898223937022991,0.004487900032017799,0.007898886047447276,spinel
1222124.123784241,-1206.4654560428585,-68.22368629819935,3.0136940155218253,-44.39838213902153,3.173879815723249,26.986269664702938,-4.994816297971329,0.15487142053983918,2.4403504439751678,6.123870782089453,0.2338933102097812,-0.6494043773003071,0.785459759275991,3.1897354348100273,-0.3318671246702984,0.28174386503920906,0.7308026259401116,-0.41100236272651675,0.13295496244359867,-0.28226036083046413,0.05069262048202298,0.1969824823112529,0.04098723048816799,-0.022128515333760763,-0.019504902927923503,-0.13074287695421333,-0.11779258695464448,0.015221060737933213,-0.07644788573520975,0.22557586395129722,-0.21877091552829145,0.0991986329708051,-0.07679477121613074,0.05141589281189506,-0.053582307142175475,0.17813952694991414,-0.012923695238966427,0.00422928427222013,0.006134711920759436,0.011856806752556749,-0.09612028798651615,0.023909692885302744,0.042079561170855984,perovskite
