pca_comp_1,pca_comp_2,pca_comp_3,pca_comp_4,pca_comp_5,pca_comp_6,pca_comp_7,pca_comp_8,pca_comp_9,pca_comp_10,pca_comp_11,pca_comp_12,pca_comp_13,pca_comp_14,pca_comp_15,pca_comp_16,pca_comp_17,pca_comp_18,pca_comp_19,pca_comp_20,pca_comp_21,pca_comp_22,pca_comp_23,pca_comp_24,pca_comp_25,pca_comp_26,pca_comp_27,pca_comp_28,pca_comp_29,pca_comp_30,pca_comp_31,pca_comp_32,pca_comp_33,pca_comp_34,pca_comp_35,pca_comp_36,pca_comp_37,pca_comp_38,pca_comp_39,pca_comp_40,pca_comp_41,pca_comp_42,pca_comp_43,pca_comp_44,pca_comp_45,pca_comp_46,pca_comp_47,pca_comp_48,pca_comp_49,pca_comp_50,phase_disambiguated
56222.44422772615,326145.92176313116,-147886.91297252668,-7861.587068537517,13307.768789092614,-13561.327674769911,2316.129990828375,260.84452035243777,2077.3430516749445,-779.4239783130192,-474.2336955106418,-99.23332206486596,-304.46759706895074,390.5855962638103,308.25894991359286,-46.42158385617583,157.138328493263,-141.82112290661846,-96.08577272950406,130.2467314445116,-140.64646913169966,144.5480803762017,-64.71409117001849,-182.88026886796538,99.56166727695025,-6.672331294631703,-27.127798640392534,-18.594597480801845,-16.27123918621704,-19.991652827529133,9.701123947029327,8.346895733027642,-35.936030960618204,-17.339802520108485,-10.982206828320576,-3.290003161971599,-5.160049779623915,-18.345671410471265,-4.807177226667965,-13.185802591020316,-10.648741131604893,8.23038986817185,5.938278756964082,3.5315885788478685,-0.7323798116248177,-8.151711589136212,-4.051513338894158,4.000626224732798,3.625847131207646,4.061459175064375,fluorite
-614504.3057634234,95479.04799512385,-58852.75257842138,-77711.20669242147,47197.92955593163,-12129.433792011057,1364.6538110130293,358.56005438963746,645.3367053144867,-236.26061363753703,-621.012011971742,52.383446580072366,-560.9285836297204,274.02773106229745,34.55684203327704,158.46064400404407,231.3602375157271,20.97254429938223,88.88319856268349,-91.19856918623938,-87.01636500475931,116.4167908966146,-19.02664040519365,-173.52804296512286,94.3827750776385,-19.059320001776527,-38.454882889457906,-1.8416956065255732,27.19590524025582,-3.2927470004263437,-16.0690581460179,16.14495873247952,-31.170603627036712,-22.764591332696046,-5.443016271614691,-6.278887126255556,-18.024882836036134,-22.219247308256072,-21.92738010238133,15.056452927691144,5.0947573896141085,7.239964733072355,-8.234644050746235,12.081599250977176,-16.657256882561494,3.5407609537686993,-12.088724120646178,12.022892310266824,-2.721534111189012,-5.034545338552751,fluorite
449128.77508147486,139324.36460001257,-69050.38877897355,-10705.236942944273,-19541.68287905573,-24156.915739367516,6287.963902847834,-1742.5158681296948,2379.8271742558686,-1037.4782355194332,-802.392780413541,-142.66204774753854,66.47163314534514,600.5909170439094,204.95937202526957,-422.52747104516783,150.89364481617548,-18.91516752974856,-214.83627198596275,29.30946471087051,43.49576231527964,86.14887510916196,-101.82605748877447,-204.28181884663024,118.57964392941417,-2.1055154096997923,4.406041767075097,24.319169052145853,-22.791673465342427,-6.186965126970872,14.522559382460804,9.209178646054198,-9.464459804508776,1.8799236370215193,-0.6349123043074506,-0.3505563868719985,-4.740188184408657,-4.572016729807459,2.652480560904415,-14.492768510344492,-7.247634794852585,-9.956959409264384,8.109565205490565,-10.22775045247737,5.641271970709324,-1.4643414185434898,-6.577782496305269,-4.248604306681025,10.155085048496632,4.303763060892004,fluorite
54114.64687886707,326767.71845237655,-147493.26380634384,-8211.634507461746,13718.671977449236,-13890.211395235083,2473.866415995767,363.29015863433125,2291.375518245914,-821.7731620825163,-600.983619055102,113.87829800962015,-199.97206734636902,390.09757233423846,569.6824822389862,-157.45828982623485,151.79622701585316,-14.385842132688701,-211.58800188747608,112.28931526073796,25.853126934052927,21.476311884316342,-48.69425399780211,-16.519646189838493,58.921130784791956,0.1046570653256136,-46.98500847488968,13.263569904161805,-9.397995493031262,-29.480295837224528,41.990362025997904,33.51191557568797,-3.2489137328374316,-21.21220595025664,-6.057721557107926,25.70073029281488,1.832818090903786,14.038833416811732,18.049342957469833,-32.28241573140519,-4.8580971270148785,-12.005704568398198,12.487101750864218,9.292979235518402,0.6772887882174365,-5.852930712468614,10.27665977628641,-7.428977942776623,6.023137720324171,0.6804006082454376,fluorite
-617880.9530199466,96459.37180398937,-58216.40528581327,-78283.29196355515,47887.79840040409,-12654.264614941992,1617.4074810401407,520.9804927558463,991.374514367249,-297.5506977529515,-808.8901218037765,381.8383821524062,-418.0154475190063,279.1641049315679,455.80028071812194,-10.743021127462098,229.71365414232767,188.57958820476117,-111.91809412154396,-81.10806995768507,83.87274893116526,-69.65113193866144,-2.4488864413993414,145.5602723596799,4.154677363865169,-23.136595487690933,-80.50455120022326,56.626286053675045,-7.981034336283489,-17.671441865362308,28.605795051079042,28.856223190709848,18.298892564573325,0.7143401387734973,27.31849598930286,3.8511246677498296,-13.408747055885646,14.818149410991003,-2.078139737731386,-18.05175018236053,5.440543886835928,-12.058497783124427,-6.462164859538216,10.669915671551129,-3.7846093068485804,3.006486192991784,5.237955857254411,3.233353013415256,-0.8659179858518469,-1.2075188998611797,fluorite
95840.83923915555,342762.902403802,-146419.49757169376,-7856.887517089644,16450.877889213392,-13042.69787832672,2329.6289356649945,329.51496096067984,2379.3705722794953,-837.5365699860778,-689.4135483124178,-54.94353657789619,-279.4412005249903,260.1856551901155,249.00472676648988,210.20244336981483,116.05502702956873,-114.56516168138234,-58.59058920601379,183.01925651105006,-140.03228526421182,148.9096597072956,-86.14104709888494,-148.63124819882802,62.06861913568218,92.75640432777381,-23.68797074615927,-37.26915975056014,-4.100147724774476,-20.12533834313933,56.07826531607381,0.23631788957197222,-17.745591112747796,4.352649497514345,-20.559182454093474,11.307724477061278,-5.285922007193979,-11.99091200206979,-12.648751328907375,-15.356273822421736,-4.161206427355372,-3.092229770018573,8.64700015472354,-0.2904632140272429,-0.009242780321979534,-0.036786719199882904,1.350837209594196,-1.527678492442083,5.168309295494678,-0.04400930597718539,fluorite
-551142.0331973218,121971.11293364683,-56462.553539917695,-77784.09180003163,52437.62618544488,-11279.932629447565,1376.7331842662068,471.9063894640094,1135.4819010254503,-322.6113825628652,-957.1450773784549,120.74302848632608,-535.5145678245448,81.14357779547078,-64.11129474350896,547.8846842243529,161.95341621340813,61.31887399160106,150.13383148956675,-12.872186669174557,-79.51194574611225,121.74522916334708,-51.20371112419539,-116.52862905080295,31.329962920503142,144.07490517508236,-15.959014704053985,-23.321458292317917,48.82408551976732,-14.501674983897603,53.19071372997888,-15.285398351640692,-24.3863330281666,27.22087596673612,-6.770429294221546,6.978856091129505,-12.70934892924263,-16.04381974418013,-34.14613042397238,3.1458802099951773,16.194475138374237,-6.765502670642674,1.5996867072682865,6.587511354195867,-13.401430350143038,16.828431136575045,-3.6805355072483166,3.478031483425947,-2.538414583882506,-10.61850560506323,fluorite
541959.6418958926,112191.07021284109,17437.574327086226,-43916.19144325623,-9603.651638906806,14542.091358467667,-7470.256996571767,-622.2727656023297,126.81741917968556,-21.727767810356777,-104.84776918054982,774.4309489872827,26.57914593309689,-315.6331097831741,-40.25937698210365,82.02528876547035,151.09234649518444,96.64077542869171,-43.94469760575244,-43.992175641106364,84.70659020639108,-51.653475735938194,23.504972670823545,-41.238831125420035,-6.345811939704849,12.325352460205174,10.655573073706627,-4.137313974154713,26.82799615809679,-14.131947134967108,16.60270092850229,-3.5961758360737184,-5.23236675319382,-8.459760953853127,-8.221557901432796,-0.3110712673107228,3.5921962982206512,9.18531704067685,3.952135051639452,-10.866092597269477,-0.7481272069540778,-1.5356353037178203,-2.7002734312215955,10.63104252402039,0.09662820638523374,-2.598567442441634,-1.0006865215359493,-0.5577875220024251,-2.4325763586425584,7.67326728133628,spinel
541959.6418959151,112191.07021278108,17437.574326243,-43916.191444753815,-9603.651639573776,14542.091363382428,-7470.257018026799,-622.2727361914115,126.81744054537391,-21.727801562829217,-104.84786539563038,774.4309409411946,26.579120772550848,-315.63297065632366,-40.25956209704228,82.02544882555041,151.0922475142943,96.64121747750292,-43.944818610207896,-43.99224630047073,84.70626632779698,-51.65312553213049,23.505544679678174,-41.23837764394137,-6.346438625072582,12.32539627229786,10.655110105122256,-4.138849061062996,26.827161346479294,-14.130622605427927,16.603397647337353,-3.5952812557002387,-5.233838241912704,-8.456885996655434,-8.219839621336678,-0.3081759726880676,3.5939342192022625,9.184127284838299,3.953031102378417,-10.869917346226982,-0.7455254698473077,-1.533606728734962,-2.7046728760036114,10.63755106584385,0.09500185184303794,-2.5968235999727796,-1.0013741795599531,-0.5621092534853155,-2.426765045398478,7.668758444473658,spinel
-1354240.8648568317,-1263255.7186749566,-21282.55799740704,18818.046411739608,-13416.705627953166,-16717.51339930538,-12307.93705078524,-60.46217442749554,1104.2905940999426,-614.9195876207068,-282.20900131115013,70.35270176750328,-580.154415563859,-301.5828281992034,8.241349045341675,164.39778891327248,-192.90257669695347,179.65498369268096,126.82105630352223,-69.64210496166982,-33.327065997814955,-0.5315696927201636,0.7882705535455002,17.67770045930506,10.91430595037153,5.417952623681593,33.017696676499746,20.9942532429253,41.07643976781961,-30.96189326203976,-29.342828278568913,6.166862582401237,-17.212310974371995,4.675707739857471,-8.957653916853923,14.897310717165428,21.52417176707481,-11.412227130860263,-2.9526957354051317,-6.0511704379302955,-14.572772891562941,1.3981509990116545,3.868927991465557,-10.590804049717171,10.95897263182425,6.838085173079497,0.3553949006831398,7.265638284979471,-2.0973484633062536,-1.0308850415211914,perovskite
