pca_comp_1,pca_comp_2,pca_comp_3,pca_comp_4,pca_comp_5,pca_comp_6,pca_comp_7,pca_comp_8,pca_comp_9,pca_comp_10,pca_comp_11,pca_comp_12,pca_comp_13,phase_disambiguated
-52.94091540624939,78.18860577214923,3.826977357718974,-25.52656606998847,9.727704303678973,4.938035812396982,13.825651730135391,-1.7152870893433754,-1.189875936508031,7.021753663628118,-3.1125309893003412,0.7866691397032461,-0.028639460399210837,fluorite
-56.68451423376182,40.74679973267837,-19.369293547034097,-30.764419677900477,1.0217034269330938,-8.036979726443755,15.147051738518194,-1.328648270837851,1.1595084957320623,5.802887392683445,-0.8063948071484732,-0.41633149124722024,-0.03216882250320485,fluorite
-52.978311893398825,77.505429443863,7.087181505422549,-5.570037833923266,1.4416706868381226,2.442301769560564,12.174448998556777,-5.182351779017072,-4.3725564086911675,6.857242208534203,-1.5125303943146338,1.4927252594373144,-0.10507142662530766,fluorite
-52.94194247264889,78.18384713154079,3.75585139888355,-25.303198214960524,9.766964016710563,4.900494366251964,13.30647497881617,-1.9156593955936927,-0.8725968054578814,6.977658515920552,-3.1891859785486525,1.1061209229327673,-0.03149578482559301,fluorite
-45.289537901504474,40.431851855424384,-17.997939674765206,-30.524759809033426,2.0136270542673884,-9.29686235958183,14.042604053866128,-1.83333556465346,1.2449549448285282,5.62421805391547,-0.9559746312422115,0.12221812751267436,-0.03526685983949851,fluorite
-52.90877293772344,79.7381977001265,0.7983482018270678,-43.202182099032484,17.725737504572965,7.360222839031921,13.557189931899053,0.9819913386099675,2.8291547849455867,6.443413099585186,-4.824666311433358,1.2722715862786522,0.008796671021896518,fluorite
-45.23704332770774,43.274770170540165,-23.848482229772685,-59.32530618436155,15.203470984958347,-5.733669510397322,14.082335296374914,1.4458512450951897,5.901346018857275,4.51876775885512,-3.0557414499722375,0.06664053016112703,0.031112768697277637,fluorite
-42.79859800297058,48.35630812306208,-29.52390384609162,19.233070241691223,2.629475785255444,-1.8240652130933963,-6.39791282554701,2.2203739554337316,0.06324337138148906,2.6130397490926356,2.118684799665291,-0.41389357706338004,0.04406020831082058,spinel
-42.79859800297058,48.35630812306208,-29.52390384609162,19.233070241691223,2.629475785255444,-1.8240652130933963,-6.39791282554701,2.2203739554337316,0.06324337138148906,2.6130397490926356,2.118684799665291,-0.41389357706338004,0.04406020831082058,spinel
-40.949810998909925,-140.17731243766767,-19.301901919307888,-0.9886950436112301,-83.33030448128267,20.521719193194777,4.65697309668661,3.2666569271237513,4.8722081407118765,3.825403048975474,0.04147172225274809,0.9224560958461119,0.027601585759225333,perovskite
-62.438098600065956,-267.57763077735035,-28.003887598757508,-10.817468064550027,-30.96460767406048,-27.889870959898776,-19.73208446729594,0.6915852208934137,8.746220015451001,-11.096741542177703,-11.065097643486078,-1.2646774651035102,-0.035573349553747136,spinel
-42.788733870459254,48.962659415220784,-29.890623779253843,18.646556111905525,-0.2683915486712749,-2.531695559989407,-3.59011318100956,0.23252488424304119,-0.6901655438401733,1.3511408199323967,-2.6687801568434777,0.02797334143803809,0.09900494934872195,spinel
-47.557522881189605,69.21117959680186,-31.781034124033205,20.773841510279567,-2.5055883198275737,-3.1597509771400247,-3.6898633248621735,-0.6606529224719093,0.706264374829658,-8.99340842407075,0.004978579022422047,1.7076505121519077,-0.014325278258554341,spinel
-70.10477633735296,79.64221034758333,-22.35820448666415,21.770752941076466,2.193540773742228,4.745954506032645,-5.386968252891975,-0.7357691700179831,-0.06356876863890193,1.0790248314443858,-4.666110685338191,0.4696087666573163,0.03585448283746251,rock salt
-47.67213612579469,9.24937984435877,-18.998101258766795,36.202514488385475,-25.76029699027866,-17.262883982713586,8.250191365316862,-8.318576067979267,-9.926021673958907,-2.3995547318260364,1.3968857113962116,-2.272067765328302,-0.2137999940170714,perovskite
-47.560388372561235,68.9623113698561,-31.732757523062233,21.914015512777837,-1.6253085587699303,-2.517688898380335,-2.893114891984119,2.532647997127624,-1.4608868595691078,-5.903845793107301,4.058835514900123,-0.53439147167418,0.09441750913880553,spinel
-42.785440972740304,55.588207343074004,-26.658408995750918,23.021353170527306,-1.8493839793886622,-0.804653015399051,-5.58351012746814,-1.5980779017909175,-1.3894244857673002,1.0676537916373405,-4.116417131603194,0.2846583544463428,-0.004323695546357698,spinel
-63.01376807102143,-21.137704849207466,-33.54675002235606,16.574335275273256,-12.1180402741754,-15.911903473485811,17.074656009858096,-1.6885848694973475,-15.833165876219503,8.025903630347017,1.2754084195205964,-2.9984292205266208,-0.10692746816687548,multiphase
-42.88706834803554,-14.202682927222554,-45.22658641054905,14.504061926229,-5.717893145906757,-13.24055178579562,-7.015870768221509,1.4970814286983014,-1.0293771639072773,1.871275751496114,3.355490767680369,-0.653718597014624,-0.011974601218809333,spinel
4928.275010697081,-148.32564312789432,-13.174400844056244,9.726433559926178,-78.66423261989164,11.314769889363834,5.2730719856226855,3.5241969732134493,0.06614995553431413,2.973086438579486,3.3550257986987413,-3.3130001616877607,0.03900135359996337,pyrochlore
-42.7987407382503,48.3201223093305,-29.253911200503232,19.83070759625768,2.160515649181157,-1.8321868080425698,-5.816344775033569,2.2729141716506067,-0.6052458988840783,2.8145626084108244,2.3229968053771866,-0.4211306784905098,0.038443231037731396,spinel
-42.80134784845016,48.2930089518745,-28.664535298716004,20.852681748813495,2.454597133356529,-3.0765820020734864,-0.7038422366070769,-2.1093599680869204,4.055274512744369,1.5685223844984506,6.588887834440188,1.065401140694938,0.076925943111821,spinel
