pca_comp_1,pca_comp_2,pca_comp_3,pca_comp_4,pca_comp_5,pca_comp_6,pca_comp_7,pca_comp_8,pca_comp_9,pca_comp_10,pca_comp_11,pca_comp_12,pca_comp_13,pca_comp_14,pca_comp_15,pca_comp_16,pca_comp_17,pca_comp_18,pca_comp_19,pca_comp_20,pca_comp_21,phase_disambiguated
65539.18588579539,182845.0766194233,919.2045246773839,-71.29725768072426,0.5991396283685617,67.18572344701167,20.886715956834294,-7.846786823908801,8.892714401445346,7.570288809579498,9.37564412025668,2.909112520947758,-2.116812564055536,4.241745948533826,3.078327428786528,2.6723428910477587,-1.1173408295837017,0.9933513126801672,0.007771654090648505,0.011754012484507581,-0.054410792386204054,fluorite
-404935.73845639965,66675.4865293884,-81.67546852004807,-47.11191022546502,-3.9737708798266027,37.37495288908504,33.61374019060156,-12.891697813706273,4.149981104012166,9.102301309829052,8.106111766990246,3.3518152992958647,-4.036952159778721,2.2911429871637594,6.770956052765568,2.004560243131678,-2.1042797572231002,0.7520037995455064,-0.29295416576088695,0.03327349349672526,-0.07190282073972165,fluorite
338397.06015053485,71110.53072933485,940.6636021633774,-82.23955316726385,6.406523417828424,75.43651144000167,25.908234425400053,2.441965672678279,6.724706549347918,6.693095917637229,11.466109233961845,1.7005224802362733,2.4129873262908745,2.8500786622927663,-0.15824871650226058,-0.07350621420976111,-0.16822389102075164,0.20119182238334377,-0.07045511212578465,-0.013439802886827334,-0.0841454992549946,fluorite
64343.54955699155,183334.6864450173,919.1118082430587,-71.25304133542855,1.2908372736277443,66.69425965881288,21.675242440333477,-8.002204960833069,8.76386728769409,8.119553571597736,9.047722890528114,4.049569457639592,-2.4613871673701624,3.7516720512106687,1.43891281932601,0.5712497148359681,-0.42557307983995685,0.28241713361508736,-0.18501458284450284,0.01734808327030546,-0.02880336122400884,fluorite
-406848.7565848464,67458.86120206959,-81.3595181837627,-35.6563984661049,-1.62153076271035,35.906771360923855,34.615844280906714,-13.86432010258882,4.376811083012097,9.431328554838652,7.936027309699973,5.202609499295335,-3.3856151147280826,1.986724747917897,3.970013442991972,-1.2082327755048574,-0.9057200142645812,-0.35764402832104536,-0.6906567366101419,0.02837781576466869,-0.031984567401145636,fluorite
93467.86174146598,194545.66709688609,943.9487377003695,-71.19540072860985,-2.9617783785348735,68.14333566144103,19.333813324597557,-26.357875273096766,8.65003115982001,9.98943068004904,7.009363841185063,7.6399873101602935,-7.341439605342018,3.823454138942644,6.393720051816079,4.034995047767978,-1.2952943058381035,1.4754826645556602,0.10116209061253448,0.017463298974925157,-0.05117601665525329,fluorite
-360249.85707271844,85396.43032444375,-41.64068256036785,-35.56151447102731,-9.330121747350532,38.4365710762236,31.74101837979535,-43.83117015568479,4.001002352931497,12.731973041827363,4.780841982951728,9.584172048279491,-10.080961067141892,1.9789920046935094,11.34349036630606,3.910576694396106,-2.489437887975093,1.5674944271963698,-0.19863490810886691,0.040509144660611285,-0.06161408399613988,fluorite
373979.02890369203,84099.83861537767,-572.5354838827764,-13.958790040339453,-25.750109213573637,-9.545331839110261,7.094541990859369,4.545513323078083,0.3773390174578637,-8.638113748862459,-0.6442670952372502,-5.091616922754369,-2.3525251638010545,-0.26879995469445106,2.605843482679404,1.7113867054011074,-0.5481732744686223,0.6020943067229325,0.05326229184631687,0.025807330864244138,0.013167121249721303,spinel
373979.02890369203,84099.83861537767,-572.5354838827764,-13.958790040339453,-25.750109213573637,-9.545331839110261,7.094541990859369,4.545513323078083,0.3773390174578637,-8.638113748862459,-0.6442670952372502,-5.091616922754369,-2.3525251638010545,-0.26879995469445106,2.605843482679404,1.7113867054011074,-0.5481732744686223,0.6020943067229325,0.05326229184631687,0.025807330864244138,0.013167121249721303,spinel
-948575.2214545389,-825408.5053428533,-791.3983762013293,-82.8922811355011,-12.630178022885815,88.39444001079856,-18.816958610092215,40.38305193073529,-5.5520824634910895,2.9668150982862675,0.22782115640404754,1.4517143256967415,-7.644868362932812,-1.7370493054543665,3.97616652583085,1.5667186949693104,-0.5434011366175326,-0.4049243862680756,0.3337142379883676,-0.005504422877264159,0.0541127545846245,perovskite
