atomic_ea_max,atomic_en_allredroch_sum,atomic_en_sanderson_max,atomic_hfu_max,atomic_radius_max,atomic_radius_calculated_max,atomic_radius_calculated_sum,atomic_spacegroupnum_mean,bulk_mod_max,covalent_rad_emp_max,covalent_rad_emp_sum,density_of_solid_max,electrical_resist_max,rigidity_mod_max,van_der_waals_rad_mean,entalpia_oxides_min,entropia_oxides_min,deltaCp_oxides_max,oxidation_sum,Z_max,Z_sum,phase_disambiguated
20.55411,1.13811,0.45009,10.5021,77.5155,103.0206,188.3256,32.66195,4.392799999999999,74.0148,100.0762,3256.1511,21.65433,16.5033,45.04883333333333,-548839.64598,-96.7878537,5.4549328,3.4048,20.004,48.7292,pyrochlore
20.55,1.137875,0.45,10.5,77.5,103.0,188.6375,32.72291666666667,4.275,74.0,101.7125,3255.5,21.65,16.5,44.98958333333334,-548729.9,-96.7685,5.30865,3.39375,20.0,48.225,pyrochlore
20.55,1.137,0.45,10.5,77.5,103.0,189.9,32.96666666666667,3.8,74.0,108.3,3255.5,21.65,16.5,44.75,-548729.9,-96.7685,4.718800000000001,3.35,20.0,46.2,pyrochlore
23.68,1.654,0.446,3.44,28.0,31.2,142.0,43.92,36.0,27.6,126.6,1784.0,2.0,16.4,47.44,-670289.8400000001,-125.3474,4.8186,2.3,6.0,25.2,spinel
23.68,1.606,0.446,3.44,30.0,31.2,147.4,42.68000000000001,36.0,27.6,129.0,1784.0,2.0,16.4,48.48,-330305.98,-109.7254,4.8186,2.1,6.0,25.0,multiphase
10.0,1.15,0.18,5.100000000000001,37.0,45.2,170.4,38.8,22.0,32.4,92.0,2662.0,17.2,6.600000000000001,53.88,-762119.38,-119.2864,3.3772,3.5,14.4,55.4,fluorite
9.75,1.15425,0.1755,4.9725,36.075,44.07,170.54,32.33333333333333,21.45,31.59,93.1,2595.45,16.77,6.435,44.80249999999999,-743066.3955,-116.30424,3.29277,3.5125,14.04,54.565,fluorite
9.5,1.1585,0.171,4.845,35.15,42.94,170.68,32.33333333333334,20.9,30.78,94.2,2528.9,16.34,6.27,44.70500000000001,-724013.411,-113.32208,3.20834,3.525,13.68,53.73,fluorite
9.25,1.16275,0.1665,4.7175,34.225,41.81,170.82,32.33333333333334,20.35,29.97,95.3,2462.35,15.91,6.105,44.60749999999999,-704960.4265,-110.33992,3.12391,3.5375,13.32,52.895,fluorite
22.4,1.65,0.512,4.100000000000001,28.0,33.2,156.8,43.76000000000001,36.0,27.8,127.6,1781.6,28.8,23.0,48.56,-450821.78,-109.7254,14.3822,3.166666666666667,5.600000000000001,26.0,multiphase
4.800000000000001,1.223,0.545,9.35,70.0,88.0,170.0,34.46666666666667,55.0,68.0,156.0,2253.5,20.0,22.0,43.85,-472374.45,-92.6665,2.1368,3.2,11.0,36.3,perovskite
19.2,1.356,0.256,2.48,78.0,21.9,100.3,29.92857142857143,18.0,67.60000000000001,150.6,2458.4,24.6,11.5,38.42857142857143,-1434945.92,-235.1812,8.5472,2.983333333333333,22.8,39.6,perovskite
10.0,1.142,0.18,5.100000000000001,39.0,49.40000000000001,174.6,38.8,22.0,33.8,125.8,2662.0,14.0,6.600000000000001,54.8,-762119.38,-119.8624,7.6494,3.4,14.4,53.4,fluorite
12.0,1.134284,0.1625,4.25085,48.75,53.0,163.1887,38.80388,18.337,42.25,132.4266,2218.777,15.375,6.5,55.22197999999999,-952649.225,-149.006,6.3757749,3.333366663333667,14.24857514248575,52.50044995500448,fluorite
10.46405,1.648004,1.4663,9.1977,93.31,103.974,153.9323,36.91048333333333,113.305,83.3125,127.6013,5248.021,6.665,54.653,40.51103333333333,-1100744.67835,-365.6598954999999,16.0579845,2.3666,17.329,28.1344,spinel
10.46719,1.641662,1.46674,9.20046,93.338,104.0052,154.5638,37.1738,113.339,83.33749999999999,128.4934,5249.5958,9.6048,54.6694,40.57474999999999,-1101074.98433,-365.7696208999999,16.0628031,2.488885556222089,17.33073385322935,28.00059988002399,spinel
10.46719,1.638327,1.46674,9.20046,93.338,104.0052,154.7639,36.82918333333333,113.339,83.33749999999999,128.8269,5249.5958,9.6048,54.6694,40.57474999999999,-1101074.98433,-365.7696208999999,16.0628031,2.522228887555822,17.33073385322935,27.93391321735653,spinel
10.46562,1.637997,1.46652,9.19908,93.324,103.9896,155.0009,36.82213333333333,113.322,83.325,127.6674,5248.8084,9.6048,54.6612,40.58893333333333,-1100909.83134,-365.7147581999999,16.0603938,2.522283333333333,17.3316,27.8672,spinel
10.46719,1.64433,1.46674,9.20046,93.338,104.0052,155.2308,37.1738,113.339,83.33749999999999,128.1599,5249.5958,9.6048,54.6694,40.58586666666667,-1101074.98433,-365.7696208999999,16.0628031,2.522228887555822,17.33073385322935,27.8005398920216,spinel
4.56,1.1965,0.545,9.35,70.0,88.0,179.6,24.7625,55.0,68.0,154.55,2253.5,20.0,22.0,30.7375,-472374.45,-92.6665,1.8271,3.0,11.0,30.1,perovskite
4.332,1.1953,0.545,9.35,70.0,88.0,177.1075,24.7915625,55.0,68.0,154.01,2253.5,20.0,22.0,30.76625,-472374.45,-92.6665,1.735745,3.0,11.0,29.895,perovskite
15.20304,1.291925,0.3900779999999999,6.0012,32.5065,34.3402,122.0244,29.22806666666666,51.67699999999999,28.1723,125.6918,3208.975,21.671,26.8387,37.0074,-598013.7121599999,-98.0117651,6.0915514,3.916666666666666,13.83333333333333,58.99999999999999,fluorite
23.68,1.66,0.4400000000000001,4.100000000000001,28.0,33.2,155.4,45.00000000000001,36.0,27.8,130.0,1784.0,28.8,23.0,48.48,-450821.78,-109.7254,14.3822,3.066666666666666,5.800000000000001,26.4,spinel
24.0,1.35834,0.237056,3.1,97.5,15.3716,76.9644,29.51848571428571,16.668,84.5,147.9448,3073.0,30.75,10.649,38.53448571428572,-1793682.4,-293.9765,10.684,3.077166666666667,28.5,41.019,perovskite
24.0,1.35681,0.232704,3.1,97.5,15.0894,76.63459999999999,29.52601428571429,16.362,84.5,147.8632,3073.0,30.75,10.4535,38.51287142857143,-1793682.4,-293.9765,10.684,3.07575,28.5,40.9085,perovskite
24.0,1.35537,0.228608,3.1,97.5,14.8238,76.3242,29.5331,16.074,84.5,147.7864,3073.0,30.75,10.2695,38.49252857142858,-1793682.4,-293.9765,10.684,3.074416666666667,28.5,40.8045,perovskite
24.0048,1.353891,0.224512,3.10062,97.5195,14.5582,76.002,29.53974285714286,15.786,84.51689999999999,147.7147,3073.6146,30.75615,10.0855,38.47322857142858,-1794041.13648,-294.0352953,10.6861368,3.073083333333333,28.5057,40.7049,perovskite
22.4,1.644,0.512,3.44,28.0,31.2,143.4,42.68000000000001,36.0,26.2,124.2,1781.6,2.0,16.4,47.52,-670289.8400000001,-125.3474,4.8186,2.4,6.0,24.8,spinel
23.68,1.618,0.512,3.44,30.0,30.4,146.6,41.28000000000001,36.0,27.6,129.2,1784.0,1.44,15.2,48.32000000000001,-240601.72,-77.1958,1.71504,2.1,6.0,25.2,rock salt
22.4,1.65,0.512,4.100000000000001,28.0,33.2,156.8,43.76000000000001,36.0,27.8,127.6,1781.6,28.8,23.0,48.56,-450821.78,-109.7254,14.3822,3.166666666666667,5.600000000000001,26.0,spinel
9.12,1.224,0.545,9.35,70.0,88.0,170.9,31.05,55.0,68.0,154.3,2253.5,20.0,22.0,39.23333333333333,-472374.45,-92.6665,3.6542,3.0,11.0,33.59999999999999,perovskite
23.68,1.588,0.512,3.24,30.0,32.2,149.0,40.96,36.0,27.8,132.8,1784.0,28.8,15.0,48.52,-380885.64,-102.2912,4.5946,2.566666666666666,6.0,24.6,rock salt
22.4,1.576,0.512,3.74,28.0,35.2,150.2,42.68000000000001,36.0,27.2,125.2,1781.6,8.0,16.4,47.8,-670289.8400000001,-125.3474,4.8186,2.8,5.600000000000001,23.2,spinel
25.0,1.083,0.0,2.75,92.5,23.8,90.5,31.86666666666667,11.0,16.9,16.9,3344.5,37.0,7.0,48.0,-544961.1,-106.0585,3.1819,3.25,29.0,59.9,fluorite
25.0,1.079,0.0,2.75,92.5,23.8,89.9,32.38333333333333,11.0,16.9,16.9,3344.5,37.0,7.0,47.88333333333333,-544961.1,-106.0585,3.6076,3.25,29.0,60.3,fluorite
25.0,1.078,0.0,2.75,92.5,23.8,89.4,32.38333333333333,11.0,16.9,16.9,3344.5,37.0,7.0,47.91666666666666,-544961.1,-106.0585,3.6076,3.25,29.0,60.5,fluorite
25.0,1.082,0.0,2.75,92.5,23.3,88.9,32.85,11.0,16.9,16.9,3344.5,37.0,7.0,47.78333333333334,-544961.1,-106.0585,3.6076,3.25,29.0,60.7,fluorite
25.0,1.082,0.0,2.75,92.5,23.8,92.1,32.38333333333333,11.0,16.9,16.9,3344.5,37.0,7.0,47.65,-544961.1,-106.0585,3.6076,3.25,29.0,60.9,fluorite
12.5,1.34,0.256,2.05,50.0,61.75,194.9,30.59285714285715,18.0,48.0,111.8,1660.0,17.5,11.5,37.91428571428571,-904814.35,-149.828,9.56175,2.833333333333333,14.75,37.25,perovskite
23.68,1.618,0.512,3.44,30.0,30.4,146.6,41.28000000000001,36.0,27.6,129.2,1784.0,1.44,15.2,48.32000000000001,-240601.72,-77.1958,1.71504,2.1,6.0,25.2,rock salt
23.68,1.7,0.512,3.44,28.0,31.2,148.8,42.68000000000001,36.0,27.6,128.2,1784.0,2.0,16.4,48.04000000000001,-330305.98,-109.7254,4.8186,2.2,6.0,28.0,rock salt
23.68,1.614,0.512,3.44,30.0,31.2,149.4,42.68000000000001,36.0,27.6,128.0,1784.0,2.0,16.4,48.52,-330305.98,-109.7254,4.8186,2.2,5.800000000000001,24.4,rock salt
22.4,1.596,0.512,3.44,30.0,31.2,148.8,41.44000000000001,36.0,26.2,126.6,1781.6,2.0,16.4,48.56,-330305.98,-109.7254,4.8186,2.2,6.0,24.6,rock salt
23.68,1.596,0.512,3.24,30.0,31.2,148.0,41.44000000000001,36.0,27.6,130.0,1784.0,2.0,16.4,48.48,-330305.98,-109.7254,4.8186,2.2,6.0,24.8,rock salt
23.68,1.606,0.446,3.44,30.0,31.2,147.4,42.68000000000001,36.0,27.6,129.0,1784.0,2.0,16.4,48.48,-330305.98,-109.7254,4.8186,2.1,6.0,25.0,rock salt
23.68,1.65,0.512,4.100000000000001,28.0,33.2,156.0,43.76000000000001,36.0,27.8,131.0,1784.0,28.8,23.0,48.48,-450821.78,-109.7254,14.3822,3.166666666666667,5.800000000000001,26.2,spinel
19.73728,1.593652,0.426752,2.86724,25.005,25.3384,141.8617,34.92364999999999,30.006,23.0046,127.3588,1486.964,1.20024,12.6692,39.81351666666666,-558686.58164,-104.4770579,1.42948584,2.25,5.0,23.16666666666666,multiphase
6.0,1.17,0.545,9.35,70.0,88.0,171.25,41.225,55.0,68.0,159.625,2253.5,20.0,22.0,53.275,-472374.45,-92.6665,2.671,3.125,11.0,32.375,perovskite
6.25,1.17,0.545,9.35,70.0,88.0,171.25,41.225,55.0,68.0,138.5,2253.5,20.0,22.0,53.025,-472374.45,-92.6665,1.1248125,3.1875,11.0,32.5,perovskite
10.0,1.104,0.18,4.2,39.0,47.6,130.0,37.68000000000001,7.600000000000001,33.8,63.40000000000001,1470.6,18.8,6.600000000000001,56.8,-729444.5800000001,-118.1672,5.7538,3.3,12.4,55.4,fluorite
22.496,1.5891,0.4864,3.268,28.5,28.88,148.97,34.555,34.2,26.22,131.44,1694.8,1.368,14.44,40.43666666666666,-228571.634,-73.33601,1.629288,2.095,5.7,24.94,rock salt
21.312,1.5602,0.4608,3.096,27.0,27.36,151.34,34.71,32.4,24.84,133.68,1605.6,1.296,13.68,40.60666666666666,-216541.548,-69.47622,1.543536,2.09,5.399999999999999,24.68,rock salt
31.85,1.394,1.28,8.1,67.5,76.0,164.9,31.86666666666667,90.0,63.0,96.1,4450.0,13.1,37.5,43.9,-455020.45,-192.9895,2.8769,2.75,13.5,41.7,perovskite
5.0,1.182,0.545,9.35,70.0,88.0,177.4,32.96666666666667,55.0,68.0,104.1,2253.5,20.0,22.0,44.61666666666667,-472374.45,-92.6665,4.718800000000001,3.35,11.0,39.0,perovskite
10.0,1.11,0.18,4.2,37.0,47.6,172.4,37.68000000000001,8.200000000000001,32.4,62.0,1470.6,18.8,6.600000000000001,55.88,-762119.38,-119.2048,5.7538,3.3,12.4,51.8,fluorite
22.4,1.632,0.512,3.44,28.0,32.2,147.2,43.60000000000001,36.0,27.8,125.8,1781.6,28.8,16.4,47.76000000000001,-670289.8400000001,-125.3474,4.8186,2.866666666666667,5.600000000000001,23.8,spinel
8.0016,1.228214,0.545,9.35,70.0,88.0,155.3064,33.67678333333333,55.0,68.0,154.0658,2253.5,20.0,22.0,43.8845,-598013.7121599999,-98.0117651,3.562045599999999,3.166816681668167,11.001100110011,32.5003500350035,perovskite
22.4,1.65,0.512,4.100000000000001,28.0,33.2,156.8,43.76000000000001,36.0,27.8,127.6,1781.6,28.8,23.0,48.56,-450821.78,-109.7254,14.3822,3.166666666666667,5.600000000000001,26.0,spinel
10.0,1.072,0.13,3.98,37.0,47.6,225.8,40.32000000000001,8.8,32.4,32.4,1813.2,18.8,5.600000000000001,55.92,-762119.38,-129.19,9.437600000000002,2.9,14.0,60.40000000000001,others
20.55,1.151375,0.45,10.5,77.5,103.0,196.0625,32.7,4.649999999999999,74.0,102.9625,3255.5,21.65,16.5,44.46041666666667,-548729.9,-96.7685,5.4114,3.5,20.0,49.925,pyrochlore
20.55,1.154625,0.45,10.5,77.5,103.0,190.9375,32.06666666666666,4.6125,74.0,111.2375,3255.5,21.65,16.5,44.63958333333333,-548729.9,-96.7685,3.2365125,3.5,20.0,48.475,pyrochlore
20.55,1.15625,0.45,10.5,77.5,103.0,188.375,31.75,5.125,74.0,115.375,3255.5,21.65,16.5,44.72916666666666,-548729.9,-96.7685,3.596125,3.5,20.0,47.75,pyrochlore
20.55,1.15625,0.45,10.5,77.5,103.0,188.375,38.1,5.125,74.0,115.375,3255.5,21.65,16.5,53.675,-548729.9,-96.7685,3.596125,3.5,20.0,47.75,pyrochlore
10.0,1.118,0.18,4.2,39.0,46.6,133.0,38.8,8.0,33.8,63.40000000000001,1759.0,26.2,6.600000000000001,56.0,-752270.86,-119.7178,6.6946,3.3,13.4,57.2,fluorite
5.960000000000001,1.165,0.545,9.35,70.0,88.0,171.3,34.53333333333334,55.0,68.0,154.7,2253.5,20.0,22.0,43.15,-472374.45,-92.6665,2.1368,3.0,11.0,28.4,perovskite
20.3616,1.659095,0.465664,3.7269,25.452,30.1788,155.7269,36.56018333333333,32.742,25.2702,128.5452,1619.4744,26.1792,20.907,40.3939,-409796.9980199999,-99.7403886,13.0734198,3.06055,5.0904,26.2728,spinel
19.7136,1.66665,0.426752,3.41735,23.338,27.6722,154.8353,36.63871666666666,30.006,23.1713,129.3316,1485.18,24.0048,19.1705,40.33346666666666,-375759.9536299999,-91.4561209,11.9875637,2.972416666666667,4.8285,26.4995,spinel
10.0,1.086,0.0,3.98,39.0,47.6,179.6,37.68000000000001,8.8,33.8,33.8,1813.2,18.8,5.600000000000001,57.6,-759138.6200000001,-123.0282,6.3638,3.0,13.6,62.6,others
10.0,1.094,0.0,3.98,39.0,47.6,185.0,37.68000000000001,8.8,33.8,33.8,1813.2,26.2,5.600000000000001,56.96,-759138.6200000001,-123.0282,6.3638,3.0,13.6,63.40000000000001,others
10.0,1.094,0.13,3.98,39.0,47.6,180.8,37.68000000000001,8.8,33.8,66.2,1813.2,18.8,5.600000000000001,56.8,-762119.38,-123.0282,6.3638,3.0,13.6,58.40000000000001,others
20.55,1.163,0.45,10.5,77.5,103.0,214.0,32.85,4.800000000000001,74.0,106.2,3255.5,21.65,16.5,43.83333333333334,-548729.9,-96.7685,3.6076,3.5,20.0,51.2,fluorite
22.4,1.65,0.512,4.100000000000001,28.0,33.2,156.8,43.76000000000001,36.0,27.8,127.6,1781.6,28.8,23.0,48.56,-450821.78,-109.7254,14.3822,3.166666666666667,5.600000000000001,26.0,spinel
22.4,1.67,0.512,3.44,28.0,32.2,152.0,42.36000000000001,36.0,27.8,128.4,1781.6,28.8,16.4,48.32000000000001,-380885.64,-109.7254,4.8186,2.666666666666667,6.0,27.2,spinel
20.55,1.154,0.45,10.5,77.5,103.0,191.9,31.86666666666667,4.100000000000001,74.0,107.1,3255.5,21.65,16.5,44.9,-548729.9,-96.7685,2.8769,3.5,20.0,48.2,pyrochlore
31.85,1.3625,1.28,8.1,67.5,76.0,185.45,28.76428571428572,90.0,63.0,120.95,4450.0,8.5,37.5,38.32857142857143,-455020.45,-192.9895,2.249625,2.5,14.0,42.6,perovskite
12.0,1.15375,0.1625,3.1875,48.75,53.0,126.75,32.33333333333334,13.75,42.25,137.0,1663.75,15.375,6.5,45.52083333333334,-952649.225,-149.006,5.342,3.4375,14.25,48.0,pyrochlore
22.4,1.65,0.512,4.100000000000001,28.0,33.2,156.8,43.76000000000001,36.0,27.8,127.6,1781.6,28.8,23.0,48.56,-450821.78,-109.7254,14.3822,3.166666666666667,5.600000000000001,26.0,spinel
10.73,1.21,0.36,4.0,100.0,109.5,197.2,34.03333333333334,11.0,96.0,166.6,1331.0,6.75,4.4,44.20000000000001,-592028.7,-102.6665,3.9707,2.466666666666666,19.0,40.40000000000001,perovskite
9.657,1.2045,0.36,4.0,100.0,109.5,197.23,34.12166666666667,15.4,96.0,166.34,1315.0,6.75,6.16,44.19666666666667,-592028.7,-102.6665,3.9707,2.52,19.0,39.35999999999999,perovskite
23.68,1.618,0.512,3.44,30.0,30.4,146.6,41.28000000000001,36.0,27.6,129.2,1784.0,1.44,15.2,48.32,-240601.72,-77.1958,1.71504,2.1,6.0,25.2,rock salt
24.0,1.365,0.256,3.1,97.5,16.6,78.4,34.40000000000001,18.0,84.5,148.3,3073.0,30.75,11.5,45.06666666666666,-1793682.4,-293.9765,10.684,3.083333333333334,28.5,41.5,perovskite
24.0,1.308376,0.213248,3.1,97.5,13.9111,79.2481,29.60727142857143,15.03,84.5,148.8318,3073.0,30.75,9.5795,38.26197142857143,-1793682.4,-293.9765,10.684,2.902616666666666,28.5,39.5845,perovskite
24.0,1.311629,0.213504,3.1,97.5,15.846,81.16839999999999,29.60688571428572,15.012,84.5,150.5016,3073.0,30.75,9.5795,38.71431428571429,-1793682.4,-293.9765,10.684,2.902566666666667,28.5,40.2491,perovskite
22.4,1.65,0.512,4.100000000000001,28.0,33.2,156.8,43.76000000000001,36.0,27.8,127.6,1781.6,28.8,23.0,48.56,-450821.78,-109.7254,14.3822,3.166666666666667,5.600000000000001,26.0,spinel
21.525,1.184,0.355,9.0,36.25,50.0,213.5,30.25714285714286,50.0,34.5,68.75,4162.5,9.4,17.25,38.37857142857143,-1022977.7,-226.1765,5.6205,4.0,18.25,61.8,others
21.525,1.188114,0.355,9.0,36.25,50.0,212.5381,26.4638875,50.0,34.5,82.078,4162.5,7.8302,17.25,33.3888875,-1022977.7,-226.1765,5.6205,4.000200040008002,18.25365073014603,62.16563312662532,others
21.525,1.189066,0.355,9.0,36.25,50.0,213.026,23.51948888888889,50.0,34.5,80.174,4162.5,9.3534,17.25,29.68826666666667,-1022977.7,-226.1765,5.6205,4.000200040008002,18.25365073014603,61.92758551710342,others
21.525,1.19,0.355,9.0,36.25,50.0,212.75,21.16875,50.0,34.5,78.75,4162.5,8.1875,17.25,26.7375,-1022977.7,-226.1765,5.6205,4.0,18.25,62.0625,others
13.69863,1.139776,0.29997,6.9993,51.6615,68.65979999999999,183.4311,32.32686666666667,6.398400000000001,49.32839999999999,114.7787,2170.1163,14.43189,10.9989,45.41296666666667,-507952.56677,-79.8457669,4.4619509,3.333366673334667,13.33466693338668,52.53270654130827,fluorite
17.22,1.266,0.284,7.2,31.0,41.6,197.6,41.60000000000001,40.0,30.0,141.8,3330.0,8.66,13.8,50.56000000000001,-818382.16,-180.9412,4.4964,4.4,14.6,49.6,multiphase
21.46,1.29,0.298,4.2,37.0,42.40000000000001,147.8,36.68000000000001,22.0,32.4,117.4,1462.0,14.8,8.8,52.12,-762119.38,-119.2048,2.5426,3.033333333333333,11.6,41.8,multiphase
21.46,1.2865,0.298,4.2,37.0,41.2,146.9,30.825,22.0,29.6,118.0,1462.0,14.8,8.8,43.325,-571589.5349999999,-89.4036,1.90695,2.983333333333333,11.6,40.85,multiphase
21.46,1.28475,0.298,4.2,37.0,41.2,146.45,30.95416666666667,22.0,29.6,118.3,1462.0,14.8,8.8,43.27083333333334,-476324.6125,-74.503,1.589125,2.958333333333333,11.6,40.375,fluorite
21.46,1.276,0.298,4.2,37.0,41.2,144.2,37.92,22.0,34.8,119.8,1462.0,14.8,8.8,51.6,-254034.92,-42.5392,1.06542,2.833333333333333,11.6,38.0,fluorite
23.68,1.688,0.512,3.44,28.0,32.2,152.6,43.60000000000001,36.0,27.8,129.8,1784.0,28.8,16.4,48.28,-380885.64,-109.7254,4.8186,2.666666666666667,5.800000000000001,27.0,spinel
20.55,1.16,0.45,10.5,77.5,103.0,214.5,32.85,4.5,74.0,90.2,3255.5,21.65,16.5,44.11666666666667,-548729.9,-96.7685,3.7493,3.5,20.0,51.0,fluorite
28.33475,1.366561,1.140057,7.133689999999999,83.33749999999999,78.6706,130.8164,42.92966,50.6692,78.6706,116.9886,1800.09,6.1642,17.3342,47.79438,-2234411.18164,-417.8455579,1.0589929,3.208270827082708,8.667966796679668,26.07940794079408,multiphase
28.33475,1.36073,1.140057,7.133689999999999,83.33749999999999,78.6706,129.317,43.44611999999999,50.6692,78.6706,117.9882,1800.09,6.1642,17.3342,47.5778,-2234411.18164,-417.8455579,0.44374743,3.124962496249625,8.667966796679668,24.4965496549655,multiphase
28.33475,1.366561,1.140057,7.133689999999999,83.33749999999999,78.6706,132.5657,42.92966,50.6692,78.6706,103.494,1800.09,10.9123,17.3342,47.86102,-2234411.18164,-417.8455579,0.44374743,3.208270827082708,8.667966796679668,28.16211621162116,multiphase
8.334999999999999,1.105003,0.15003,3.5007,32.5065,39.6746,143.6536,31.5554,6.8306,28.1723,79.83309999999999,1225.7451,15.6698,5.501099999999999,47.08324999999999,-634845.44354,-99.2975984,4.7957923,3.25005,10.3354,52.6673,fluorite
8.61,1.158,0.34,4.0,107.5,126.5,219.8,37.51666666666667,20.0,99.0,152.1,1755.0,17.0,6.9,46.38333333333333,-548095.7,-92.897,4.49925,3.0,28.0,51.7,perovskite
23.68,1.618,0.512,3.44,30.0,30.4,146.6,41.28000000000001,36.0,27.6,129.2,1784.0,1.44,15.2,48.32,-240601.72,-77.1958,1.71504,2.1,6.0,25.2,rock salt
24.0,1.365,0.256,3.1,97.5,16.6,78.4,34.40000000000001,18.0,84.5,148.3,3073.0,30.75,11.5,45.06666666666666,-1793682.4,-293.9765,10.684,3.083333333333334,28.5,41.5,perovskite
13.28534,1.581977,1.86164,11.67756,118.468,132.0072,163.5397,37.19645,143.854,105.775,131.4652,6662.9788,8.462,69.38839999999999,41.38678333333333,-1397524.60138,-464.2481673999999,20.3874966,2.544754475447545,22.00340034003401,28.74887488748875,others
12.07644,1.575936,1.69224,10.61496,107.688,119.9952,163.6674,36.23264999999999,130.764,96.15,132.3587,6056.6808,7.692,63.0744,41.36275,-1270356.79908,-422.0038883999999,18.5323356,2.628370496283705,19.997200279972,29.19218078192181,others
10.86911,1.569436,1.52306,9.55374,96.922,107.9988,163.7478,35.26243333333333,117.691,86.53750000000001,133.2102,5451.1702,8.3088,56.7686,41.32668333333334,-1143354.14977,-379.8144721,16.6795839,2.711583333333333,17.9998,29.6341,others
9.661779999999998,1.562936,1.35388,8.492519999999999,86.15599999999999,96.0024,163.8282,34.29221666666666,104.618,76.925,134.0617,4845.6596,11.0736,50.46279999999999,41.29061666666666,-1016351.50046,-337.6250557999999,14.8268322,2.794812814614795,16.00200020002,30.07610761076108,others
8.45445,1.557059,1.1847,7.4313,75.39,84.006,163.9715,33.33223333333333,91.545,67.3125,134.9677,4240.148999999999,13.8528,44.157,41.27065,-889348.8511499999,-295.4356395,12.9740805,2.878340998466973,13.99820035992801,30.51869626074785,others
7.24555,1.550395,1.0153,6.3687,64.61,71.994,164.0363,32.3582,78.455,57.6875,135.8067,3633.851,16.6176,37.843,41.23051666666667,-762181.04885,-253.1913605,11.1189195,2.961616666666667,11.999,30.96120000000001,others
6.03822,1.543895,0.8461200000000001,5.30748,53.844,59.9976,164.1167,31.38798333333333,65.382,48.075,136.6582,3028.3404,19.3824,31.5372,41.19445,-635178.39954,-211.0019442,9.2661678,3.044871153782045,10.000600060006,31.4033403340334,others
28.0,1.5775,0.64,5.25,38.75,51.5,165.75,42.1,45.0,37.0,130.0,2227.0,10.825,20.5,48.8,-412882.475,-137.15675,6.02325,2.75,10.0,30.25,spinel
23.68,1.596,0.512,3.24,30.0,31.2,148.0,41.44,36.0,27.6,130.0,1784.0,2.0,16.4,48.48,-330305.98,-109.7254,4.8186,2.2,6.0,24.8,rock salt
23.68,1.618,0.512,3.44,30.0,30.4,146.6,41.28000000000001,36.0,27.6,129.2,1784.0,1.44,15.2,48.32,-240601.72,-77.1958,1.71504,2.1,6.0,25.2,rock salt
20.55,1.15955,0.45,10.5,77.5,103.0,204.92,33.10833333333333,7.199999999999999,74.0,103.915,3255.5,21.65,16.5,43.95083333333333,-563456.9099999999,-96.7685,5.4114,3.5,20.0,54.215,fluorite
20.55,1.156,0.45,10.5,77.5,103.0,189.7,32.85,4.800000000000001,74.0,106.9,3255.5,21.65,16.5,44.5,-548729.9,-96.7685,3.7493,3.5,20.0,52.7,multiphase
10.46719,1.628989,1.46674,9.20046,93.338,104.0052,154.1636,37.1738,113.339,83.33749999999999,126.9593,5249.5958,9.6048,54.6694,40.6081,-1101074.98433,-365.7696208999999,16.0628031,2.522228887555822,17.33073385322935,25.3998200359928,spinel
4.56,1.199,0.545,9.35,70.0,88.0,166.45,21.81666666666667,55.0,68.0,144.55,2253.5,20.0,22.0,27.07222222222222,-472374.45,-92.6665,1.8271,3.025,11.0,28.35,perovskite
18.6704,1.626828,0.73326,4.59954,46.662,51.9948,149.5143,44.37096,56.66099999999999,41.6625,123.6789,2624.4042,3.333,27.3306,47.93803999999999,-558686.58164,-182.8573791,11.9875637,2.833366663333666,8.664933506649335,23.999800019998,spinel
10.0,1.186,0.218,5.100000000000001,39.0,41.6,118.0,38.8,22.0,33.8,120.6,2662.0,14.8,8.8,53.48,-717472.96,-117.5906,4.2736,3.7,14.4,49.8,fluorite
18.6704,1.620324,0.426752,3.41735,23.338,27.6722,150.3634,36.64621666666666,30.006,23.1713,126.0252,1484.9636,24.0048,19.1705,39.98021666666666,-558686.58164,-104.4770579,11.9875637,3.138888888888889,4.666666666666666,23.83333333333333,spinel
7.75,1.13675,0.0,9.0,36.25,50.0,197.175,25.915625,50.0,34.5,51.40000000000001,4162.5,16.375,17.25,34.721875,-1022977.7,-226.1765,5.6205,3.45,18.25,65.8,pyrochlore
5.0,1.208,0.545,9.35,70.0,88.0,201.4,32.85,55.0,68.0,68.0,2253.5,20.0,22.0,43.83333333333334,-472374.45,-92.6665,3.6076,3.5,11.0,44.3,pyrochlore
20.55,1.14,0.45,10.5,77.5,103.0,195.2,32.45,3.8,74.0,90.9,3255.5,21.65,16.5,45.25,-548729.9,-96.7685,4.718800000000001,3.45,20.0,50.1,pyrochlore
23.68,1.65,0.512,4.100000000000001,28.0,33.2,156.0,43.76000000000001,36.0,27.8,131.0,1784.0,28.8,23.0,48.48,-450821.78,-109.7254,14.3822,3.166666666666667,5.800000000000001,26.2,spinel
23.68,1.688,0.512,3.44,28.0,32.2,152.6,43.60000000000001,36.0,27.8,129.8,1784.0,28.8,16.4,48.28,-380885.64,-109.7254,4.8186,2.666666666666667,5.800000000000001,27.0,others
