atomic_ea_max,atomic_en_allredroch_sum,atomic_radius_max,atomic_radius_calculated_max,bulk_mod_max,covalent_rad_emp_max,covalent_rad_emp_sum,electrical_resist_max,rigidity_mod_max,van_der_waals_rad_mean,entalpia_oxides_min,entropia_oxides_min,Z_sum,phase_disambiguated
22.4,1.65,28.0,33.2,36.0,27.8,127.6,28.8,23.0,48.56,-450821.78,-109.7254,26.0,spinel
22.4,1.67,28.0,32.2,36.0,27.8,128.4,28.8,16.4,48.32000000000001,-380885.64,-109.7254,27.2,spinel
20.55,1.154,77.5,103.0,4.100000000000001,74.0,107.1,21.65,16.5,44.9,-548729.9,-96.7685,48.2,pyrochlore
31.85,1.3625,67.5,76.0,90.0,63.0,120.95,8.5,37.5,38.32857142857143,-455020.45,-192.9895,42.6,perovskite
12.0,1.15375,48.75,53.0,13.75,42.25,137.0,15.375,6.5,45.52083333333334,-952649.225,-149.006,48.0,pyrochlore
22.4,1.65,28.0,33.2,36.0,27.8,127.6,28.8,23.0,48.56,-450821.78,-109.7254,26.0,spinel
10.73,1.21,100.0,109.5,11.0,96.0,166.6,6.75,4.4,44.20000000000001,-592028.7,-102.6665,40.40000000000001,perovskite
9.657,1.2045,100.0,109.5,15.4,96.0,166.34,6.75,6.16,44.19666666666667,-592028.7,-102.6665,39.35999999999999,perovskite
23.68,1.618,30.0,30.4,36.0,27.6,129.2,1.44,15.2,48.32,-240601.72,-77.1958,25.2,rock salt
24.0,1.365,97.5,16.6,18.0,84.5,148.3,30.75,11.5,45.06666666666666,-1793682.4,-293.9765,41.5,perovskite
24.0,1.308376,97.5,13.9111,15.03,84.5,148.8318,30.75,9.5795,38.26197142857143,-1793682.4,-293.9765,39.5845,perovskite
24.0,1.311629,97.5,15.846,15.012,84.5,150.5016,30.75,9.5795,38.71431428571429,-1793682.4,-293.9765,40.2491,perovskite
22.4,1.65,28.0,33.2,36.0,27.8,127.6,28.8,23.0,48.56,-450821.78,-109.7254,26.0,spinel
21.525,1.184,36.25,50.0,50.0,34.5,68.75,9.4,17.25,38.37857142857143,-1022977.7,-226.1765,61.8,others
21.525,1.188114,36.25,50.0,50.0,34.5,82.078,7.8302,17.25,33.3888875,-1022977.7,-226.1765,62.16563312662532,others
21.525,1.189066,36.25,50.0,50.0,34.5,80.174,9.3534,17.25,29.68826666666667,-1022977.7,-226.1765,61.92758551710342,others
21.525,1.19,36.25,50.0,50.0,34.5,78.75,8.1875,17.25,26.7375,-1022977.7,-226.1765,62.0625,others
13.69863,1.139776,51.6615,68.65979999999999,6.398400000000001,49.32839999999999,114.7787,14.43189,10.9989,45.41296666666667,-507952.56677,-79.8457669,52.53270654130827,fluorite
17.22,1.266,31.0,41.6,40.0,30.0,141.8,8.66,13.8,50.56000000000001,-818382.16,-180.9412,49.6,multiphase
21.46,1.29,37.0,42.40000000000001,22.0,32.4,117.4,14.8,8.8,52.12,-762119.38,-119.2048,41.8,multiphase
21.46,1.2865,37.0,41.2,22.0,29.6,118.0,14.8,8.8,43.325,-571589.5349999999,-89.4036,40.85,multiphase
21.46,1.28475,37.0,41.2,22.0,29.6,118.3,14.8,8.8,43.27083333333334,-476324.6125,-74.503,40.375,fluorite
21.46,1.276,37.0,41.2,22.0,34.8,119.8,14.8,8.8,51.6,-254034.92,-42.5392,38.0,fluorite
23.68,1.688,28.0,32.2,36.0,27.8,129.8,28.8,16.4,48.28,-380885.64,-109.7254,27.0,spinel
20.55,1.16,77.5,103.0,4.5,74.0,90.2,21.65,16.5,44.11666666666667,-548729.9,-96.7685,51.0,fluorite
28.33475,1.366561,83.33749999999999,78.6706,50.6692,78.6706,116.9886,6.1642,17.3342,47.79438,-2234411.18164,-417.8455579,26.07940794079408,multiphase
28.33475,1.36073,83.33749999999999,78.6706,50.6692,78.6706,117.9882,6.1642,17.3342,47.5778,-2234411.18164,-417.8455579,24.4965496549655,multiphase
28.33475,1.366561,83.33749999999999,78.6706,50.6692,78.6706,103.494,10.9123,17.3342,47.86102,-2234411.18164,-417.8455579,28.16211621162116,multiphase
8.334999999999999,1.105003,32.5065,39.6746,6.8306,28.1723,79.83309999999999,15.6698,5.501099999999999,47.08324999999999,-634845.44354,-99.2975984,52.6673,fluorite
8.61,1.158,107.5,126.5,20.0,99.0,152.1,17.0,6.9,46.38333333333333,-548095.7,-92.897,51.7,perovskite
23.68,1.618,30.0,30.4,36.0,27.6,129.2,1.44,15.2,48.32,-240601.72,-77.1958,25.2,rock salt
24.0,1.365,97.5,16.6,18.0,84.5,148.3,30.75,11.5,45.06666666666666,-1793682.4,-293.9765,41.5,perovskite
13.28534,1.581977,118.468,132.0072,143.854,105.775,131.4652,8.462,69.38839999999999,41.38678333333333,-1397524.60138,-464.2481673999999,28.74887488748875,others
12.07644,1.575936,107.688,119.9952,130.764,96.15,132.3587,7.692,63.0744,41.36275,-1270356.79908,-422.0038883999999,29.19218078192181,others
10.86911,1.569436,96.922,107.9988,117.691,86.53750000000001,133.2102,8.3088,56.7686,41.32668333333334,-1143354.14977,-379.8144721,29.6341,others
9.661779999999998,1.562936,86.15599999999999,96.0024,104.618,76.925,134.0617,11.0736,50.46279999999999,41.29061666666666,-1016351.50046,-337.6250557999999,30.07610761076108,others
8.45445,1.557059,75.39,84.006,91.545,67.3125,134.9677,13.8528,44.157,41.27065,-889348.8511499999,-295.4356395,30.51869626074785,others
7.24555,1.550395,64.61,71.994,78.455,57.6875,135.8067,16.6176,37.843,41.23051666666667,-762181.04885,-253.1913605,30.96120000000001,others
6.03822,1.543895,53.844,59.9976,65.382,48.075,136.6582,19.3824,31.5372,41.19445,-635178.39954,-211.0019442,31.4033403340334,others
28.0,1.5775,38.75,51.5,45.0,37.0,130.0,10.825,20.5,48.8,-412882.475,-137.15675,30.25,spinel
23.68,1.596,30.0,31.2,36.0,27.6,130.0,2.0,16.4,48.48,-330305.98,-109.7254,24.8,rock salt
23.68,1.618,30.0,30.4,36.0,27.6,129.2,1.44,15.2,48.32,-240601.72,-77.1958,25.2,rock salt
20.55,1.15955,77.5,103.0,7.199999999999999,74.0,103.915,21.65,16.5,43.95083333333333,-563456.9099999999,-96.7685,54.215,fluorite
20.55,1.156,77.5,103.0,4.800000000000001,74.0,106.9,21.65,16.5,44.5,-548729.9,-96.7685,52.7,multiphase
10.46719,1.628989,93.338,104.0052,113.339,83.33749999999999,126.9593,9.6048,54.6694,40.6081,-1101074.98433,-365.7696208999999,25.3998200359928,spinel
4.56,1.199,70.0,88.0,55.0,68.0,144.55,20.0,22.0,27.07222222222222,-472374.45,-92.6665,28.35,perovskite
18.6704,1.626828,46.662,51.9948,56.66099999999999,41.6625,123.6789,3.333,27.3306,47.93803999999999,-558686.58164,-182.8573791,23.999800019998,spinel
10.0,1.186,39.0,41.6,22.0,33.8,120.6,14.8,8.8,53.48,-717472.96,-117.5906,49.8,fluorite
18.6704,1.620324,23.338,27.6722,30.006,23.1713,126.0252,24.0048,19.1705,39.98021666666666,-558686.58164,-104.4770579,23.83333333333333,spinel
7.75,1.13675,36.25,50.0,50.0,34.5,51.40000000000001,16.375,17.25,34.721875,-1022977.7,-226.1765,65.8,pyrochlore
5.0,1.208,70.0,88.0,55.0,68.0,68.0,20.0,22.0,43.83333333333334,-472374.45,-92.6665,44.3,pyrochlore
20.55,1.14,77.5,103.0,3.8,74.0,90.9,21.65,16.5,45.25,-548729.9,-96.7685,50.1,pyrochlore
23.68,1.65,28.0,33.2,36.0,27.8,131.0,28.8,23.0,48.48,-450821.78,-109.7254,26.2,spinel
23.68,1.688,28.0,32.2,36.0,27.8,129.8,28.8,16.4,48.28,-380885.64,-109.7254,27.0,others
22.4,1.642,28.0,33.2,36.0,27.8,128.6,28.8,23.0,48.52,-450821.78,-109.7254,26.6,spinel
22.4,1.574,28.0,35.2,36.0,27.8,129.6,28.8,23.0,48.8,-450821.78,-109.7254,25.0,spinel
22.4,1.556,29.0,39.6,36.0,27.8,129.8,28.8,23.0,49.2,-759807.56,-179.2666,28.8,spinel
22.4,1.674,29.0,33.2,36.0,27.8,130.0,28.8,23.0,48.84,-450821.78,-115.2178,30.8,spinel
22.4,1.644,32.0,33.2,36.0,29.2,131.6,28.8,23.0,38.96,-450821.78,-109.7254,37.2,spinel
22.4,1.59,28.0,38.6,62.0,29.2,131.6,28.8,32.2,48.92,-450821.78,-109.7254,35.40000000000001,spinel
22.4,1.554,31.0,41.2,36.0,29.6,132.0,28.8,23.0,49.04000000000001,-450821.78,-109.7254,28.6,spinel
12.4432,1.325423,21.6645,27.4417,19.998,18.7759,73.2149,10.4434,9.1102,29.73776666666667,-405206.46419,-69.63048069999999,43.33333333333334,fluorite
14.93689,1.638321,32.522,38.5618,37.774,30.8858,128.2296,31.9968,26.7145,48.62746,-523629.49747,-125.2803192,25.76767676767677,spinel
10.0,1.098,39.0,46.6,8.8,33.8,66.2,26.2,5.600000000000001,56.76000000000001,-762119.38,-119.2864,57.2,fluorite
7.59696,1.262511,70.0,88.0,55.0,68.0,152.2508,20.0,22.0,33.68008571428572,-472374.45,-92.6665,35.1708,perovskite
19.86468,1.400689,56.0,64.4,48.0,55.6,132.9327,57.6,5.461200000000001,38.65558333333333,-761771.28,-204.5824,17.2671,multiphase
25.01136,1.338961,85.266,90.003,24.444,72.9498,140.7378,19.5552,11.1356,41.0483,-395999.74692,-123.5224857,18.89451054894511,others
22.4,1.662,28.0,33.2,36.0,26.2,126.0,2.54,23.0,48.32000000000001,-450821.78,-109.7254,27.0,spinel
12.86,1.594,28.0,33.2,36.0,27.8,127.0,28.8,23.0,47.96,-670289.8400000001,-125.3474,23.0,spinel
10.46719,1.65767,93.338,104.0052,113.339,83.33749999999999,127.026,9.6048,54.6694,40.47469999999999,-1101074.98433,-365.7696208999999,26.6001799640072,spinel
4.800000000000001,1.319,70.0,80.5,60.0,69.5,159.0,72.0,2.6,44.11666666666667,-952214.1,-255.728,33.5,perovskite
5.0,1.318,70.0,80.5,60.0,69.5,142.1,72.0,2.6,44.06666666666666,-952214.1,-255.728,33.8,perovskite
5.0,1.321,70.0,80.5,60.0,69.5,142.1,72.0,2.6,43.86666666666667,-952214.1,-255.728,34.5,perovskite
3.3,1.325,70.0,80.5,60.0,69.5,158.1,72.0,2.7,43.53333333333333,-952214.1,-255.728,34.90000000000001,perovskite
12.86,1.546,30.0,33.2,36.0,27.8,129.4,28.8,23.0,49.0,-450821.78,-109.7254,22.8,spinel
10.71881,1.45029,25.005,27.8389,30.006,23.1713,130.1927,24.0048,19.1705,39.92464999999999,-375759.9536299999,-91.4561209,19.5,spinel
18.6704,1.536974,24.1715,27.8389,30.006,23.1713,128.6924,24.0048,19.1705,39.61903333333333,-375759.9536299999,-91.4561209,22.16666666666666,spinel
21.46,1.272,37.0,45.2,22.0,30.0,87.80000000000001,17.2,6.600000000000001,52.56,-759138.6200000001,-119.2864,57.6,fluorite
10.46719,1.632991,93.338,104.0052,113.339,83.33749999999999,126.4257,6.667,54.6694,40.5414,-1101074.98433,-365.7696208999999,25.73325334933013,spinel
22.4,1.642,28.0,33.2,36.0,27.8,128.6,28.8,23.0,48.52,-450821.78,-109.7254,26.6,spinel
22.4,1.624,28.0,33.2,36.0,25.4,123.4,2.54,23.0,47.76000000000001,-670289.8400000001,-125.3474,23.6,spinel
22.4,1.669196,28.938,33.2787,36.0,28.7313,128.4469,29.7648,16.9494,48.3334,-393645.30894,-113.4012009,27.1598,spinel
22.4,1.67,28.0,32.2,36.0,27.8,128.4,28.8,16.4,48.32000000000001,-380885.64,-109.7254,27.2,spinel
10.46719,1.62151,93.338,104.0052,113.339,83.33749999999999,127.07,6.667,54.6694,48.66184,-1101074.98433,-365.7696208999999,25.5001500150015,spinel
22.4,1.67,28.0,32.2,36.0,27.8,128.4,28.8,16.4,48.32000000000001,-380885.64,-109.7254,27.2,spinel
24.0,1.294,97.5,17.6,17.0,84.5,151.3,30.75,8.200000000000001,45.23333333333334,-1793682.4,-293.9765,39.90000000000001,perovskite
53.65,1.404,72.5,72.5,29.0,70.5,103.6,9.26,9.0,44.11666666666667,-381059.69,-103.621,53.0,pyrochlore
23.68,1.584,30.0,32.2,36.0,27.8,131.6,28.8,16.4,48.72000000000001,-380885.64,-109.7254,23.8,spinel
7.85,1.368376,70.0,78.0,85.0,62.5,82.3755,5.0,41.0,15.46544705882353,-825764.95,-274.3135,42.98231414868106,perovskite
19.73728,1.51663,30.006,31.673,30.006,25.6718,133.3348,1.20024,12.6692,40.5001,-200541.53362,-64.2655035,22.8325,rock salt
21.5376,1.64307,26.922,31.9218,34.614,26.7297,127.2304,27.6912,22.1145,40.35245,-433465.14147,-105.5009721,25.4995,spinel
23.68,1.52,30.0,35.2,34.0,27.6,132.0,8.0,16.4,48.72000000000001,-330305.98,-109.7254,23.8,spinel
5.0,1.353,70.0,80.5,60.0,69.5,101.7,72.0,3.1,43.26666666666667,-952214.1,-255.728,44.2,pyrochlore
36.99,1.2066,139.5,185.4,0.8200000000000001,133.2,136.44,38.97,29.7,42.56000000000001,-987713.82,-174.1833,41.68000000000001,multiphase
32.88,1.1932,124.0,164.8,1.64,118.4,124.88,34.64,26.4,43.12,-877967.8400000001,-154.8296,43.36,multiphase
10.32843,1.135702,38.9515,51.76780000000001,27.643,37.19240000000001,164.8804,10.88129,11.0572,53.18232,-275791.64774,-48.6358481,34.4818,multiphase
8.696760000000001,1.126331,37.539,44.1738,23.276,34.5708,165.8161,9.16228,9.3104,44.52576666666667,-232222.49368,-47.4160157,35.1960196019602,multiphase
9.60876,1.116172,39.646,46.65320000000001,18.972,36.5112,166.8892,7.257079999999999,7.3744,44.76499999999999,-423972.61848,-100.0307628,35.9884,multiphase
17.11668,1.10102,42.742,50.2964,33.796,39.3624,168.4404,6.7592,7.5544,45.11153333333334,-755248.71464,-178.1910004,37.1628,multiphase
28.32625,1.530576,83.3125,78.64699999999999,50.654,78.64699999999999,121.1689,1.79955,17.329,46.04498,-2233740.8918,-417.7202105,18.8365,spinel
7.296,1.2139,70.0,88.0,55.0,68.0,146.92,20.0,22.0,29.87125,-472374.45,-92.6665,31.49,perovskite
8.3904,1.22236,70.0,88.0,55.0,68.0,151.408,20.0,22.0,29.416,-472374.45,-92.6665,31.676,perovskite
3.8,1.184375,70.0,88.0,55.0,68.0,152.775,20.0,22.0,42.89166666666667,-472374.45,-92.6665,25.325,perovskite
4.47,1.182399,70.0,88.0,55.0,68.0,151.8222,20.0,22.0,42.63833333333334,-472374.45,-92.6665,24.61387722455509,perovskite
5.960000000000001,1.18,70.0,88.0,55.0,68.0,150.8,20.0,22.0,42.36666666666667,-472374.45,-92.6665,23.9,perovskite
8.94,1.175625,70.0,88.0,55.0,68.0,148.825,20.0,22.0,41.84166666666666,-472374.45,-92.6665,22.475,perovskite
23.68,1.618,30.0,30.4,36.0,27.6,129.2,1.44,15.2,48.32000000000001,-240601.72,-77.1958,25.2,rock salt
11.51281,1.656172,102.662,114.3948,124.661,91.6625,126.6133,9.6048,60.13059999999999,48.63146,-1211066.87567,-402.3081791,26.33346665333467,spinel
17.88691,1.235637,25.8385,34.6736,18.337,25.005,96.8147,9.3534,5.501099999999999,26.73248999999999,-272076.61866,-42.79087680000001,56.35643564356435,pyrochlore
10.0,1.082,39.0,49.40000000000001,8.200000000000001,33.8,66.2,18.8,5.2,57.6,-762119.38,-119.8624,55.0,fluorite
12.86,1.632,28.0,33.2,36.0,27.8,129.6,28.8,23.0,48.52,-450821.78,-109.7254,26.4,spinel
22.4,1.642,28.0,33.2,36.0,27.8,128.6,28.8,23.0,48.52,-450821.78,-109.7254,26.6,spinel
22.4,1.65,28.0,33.2,36.0,27.8,127.6,28.8,23.0,48.56,-450821.78,-109.7254,26.0,spinel
22.4,1.642,28.0,33.2,36.0,27.8,128.6,28.8,23.0,48.52,-450821.78,-109.7254,26.6,spinel
22.4,1.65,28.0,33.2,36.0,27.8,127.6,28.8,23.0,48.56,-450821.78,-109.7254,26.0,spinel
22.4,1.65,28.0,33.2,36.0,27.8,127.6,28.8,23.0,48.56,-450821.78,-109.7254,26.0,spinel
28.33475,1.519652,83.33749999999999,78.6706,50.6692,78.6706,121.7588,1.80009,17.3342,38.43018333333333,-2234411.18164,-417.8455579,17.06788642271546,spinel
20.55,1.144,77.5,103.0,4.100000000000001,74.0,107.1,21.65,16.5,44.96666666666667,-548729.9,-96.7685,48.1,pyrochlore
6.975,1.045,107.5,126.5,4.8,99.0,146.9,17.0,3.3,48.45,-548095.7,-92.897,53.8,multiphase
20.55,1.143,77.5,103.0,4.100000000000001,74.0,90.9,21.65,16.5,45.06666666666666,-548729.9,-96.7685,50.8,pyrochlore
20.55,1.139,77.5,103.0,3.8,74.0,90.9,21.65,16.5,44.95,-548729.9,-96.7685,51.2,pyrochlore
11.74227,1.110211,44.2835,58.8542,6.2876,42.2836,66.4337,12.861,9.4281,46.03341666666666,-542404.54399,-92.306255,56.85882823435313,multiphase
11.74227,1.123072,44.2835,58.8542,6.2876,42.2836,66.4337,13.23254,9.4281,45.98578333333333,-542404.54399,-87.9036489,57.2874425114977,multiphase
20.55,1.155615,77.5,103.0,3.6652,74.0,87.4946,21.65,16.5,37.9801,-548729.9,-96.7685,50.99779955991198,fluorite
11.74227,1.128788,44.2835,58.8542,6.2876,42.2836,89.58349999999999,12.37081,9.4281,45.55708333333333,-544534.29701,-85.53836810000001,54.43001399720056,fluorite
11.74227,1.131646,44.2835,58.8542,6.2876,42.2836,65.4334,13.23254,9.4281,45.1522,-544534.29701,-87.9036489,55.71585682863427,fluorite
20.55,1.155,77.5,103.0,5.125,74.0,115.375,21.65,16.5,53.35,-548729.9,-96.7685,48.75,fluorite
20.55,1.18625,77.5,103.0,25.0,74.0,111.5,21.65,16.5,52.325,-548729.9,-113.08825,50.75,fluorite
20.55,1.179,77.5,103.0,20.0,74.0,120.9,21.65,16.5,44.05,-548729.9,-96.7685,50.3,fluorite
10.275,1.18875,38.75,52.0,27.5,37.5,112.0,16.375,8.625,43.64583333333334,-511488.85,-113.08825,58.75,fluorite
10.275,1.1815,38.75,52.0,27.5,37.5,121.4,13.1,8.25,37.79285714285714,-409191.08,-90.4706,58.3,fluorite
17.55,1.43125,90.0,77.0,25.0,73.5,143.875,10.5,8.625,50.75,-511488.85,-113.08825,64.0,perovskite
22.4,1.584,30.0,32.2,36.0,27.8,128.2,28.8,16.4,48.8,-380885.64,-109.7254,23.6,spinel
16.665,1.204144,72.4855,99.98,99.98,68.9862,68.9862,31.3302,34.4931,45.09058333333333,-2045546.20892,-452.2625294,68.3329,pyrochlore
26.2864,1.372286,84.006,88.673,42.246,71.87180000000001,140.8831,6.827999999999999,17.8372,35.03512857142857,-390147.94572,-121.6971587,22.77672232776722,others
42.86881,1.578321,93.338,110.6722,106.672,84.67089999999999,127.3589,8.467089999999999,76.67049999999999,40.70809999999999,-1502814.40363,-359.5539768,24.13337332533493,spinel
23.68,1.618,30.0,30.4,36.0,27.6,129.2,1.44,15.2,48.32,-240601.72,-77.1958,25.2,rock salt
10.0,1.118,37.0,47.6,8.200000000000001,32.4,62.0,26.2,6.600000000000001,55.24000000000001,-762119.38,-119.2048,52.6,fluorite
21.46,1.37,37.0,41.6,24.0,30.0,115.6,28.8,6.600000000000001,51.2,-380885.64,-102.2912,49.0,fluorite
10.0,1.29,37.0,41.6,24.0,30.0,114.6,28.8,8.8,51.36,-380885.64,-102.2912,43.4,fluorite
9.2475,1.31625,34.875,46.8,27.0,33.75,128.925,32.4,9.9,50.58,-428496.345,-115.0776,41.575,fluorite
8.22,1.3305,31.0,41.6,24.0,30.0,127.75,28.8,8.8,36.15,-380885.64,-102.2912,42.54999999999999,fluorite
22.4,1.636,28.0,32.2,36.0,27.8,127.0,28.8,15.2,47.56,-670289.8400000001,-125.3474,24.6,multiphase
25.0,1.34945,92.5,119.0,26.1,20.7,65.09,47.0,13.225,52.863,-1823611.45,-295.418,44.15,perovskite
25.0,1.31945,92.5,115.5,26.1,20.7,65.09,45.0,13.225,52.463,-1651381.45,-322.975,44.65,perovskite
25.0,1.36945,90.0,116.5,24.3,22.08,65.26,65.5,13.225,52.059,-1819651.95,-286.9355,45.16,perovskite
45.6,1.64735,80.0,74.1,80.75,73.0,135.125,65.0,38.95,17.465,-784476.7024999999,-271.1035,54.8,perovskite
45.6,1.6397,80.0,71.5,76.5,73.0,134.75,65.0,36.9,17.50142857142857,-743188.455,-271.1035,55.1,perovskite
45.6,1.63205,80.0,71.5,72.25,73.0,134.375,65.0,34.85,17.53785714285714,-701900.2074999999,-271.1035,55.4,perovskite
10.0,1.15,39.0,46.6,22.0,33.8,125.8,26.2,6.600000000000001,54.27999999999999,-762119.38,-119.2048,54.4,fluorite
10.0,1.144,39.0,46.6,22.0,33.8,93.4,26.2,6.600000000000001,54.8,-727860.78,-117.5906,58.2,fluorite
20.55,1.149,77.5,103.0,3.8,74.0,90.9,21.65,16.5,44.88333333333333,-548729.9,-96.7685,51.3,multiphase
